aname,face.value,face.confidence,mood.value,mood.confidence,neutral_mood.value,neutral_mood.confidence,anger.value,anger.confidence,disgust.value,disgust.confidence,fear.value,fear.confidence,happiness.value,happiness.confidence,sadness.value,sadness.confidence,surprise.value,surprise.confidence
face-920-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-917-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-921-1-Go.png,TRUE,62,disgusted,71,FALSE,0,FALSE,0,TRUE,71,FALSE,0,FALSE,16,TRUE,58,TRUE,61
face-919-1-Go.png,TRUE,52,surprised,72,FALSE,0,TRUE,63,FALSE,32,TRUE,63,FALSE,0,FALSE,43,TRUE,72
face-911-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-913-2-Go.png,TRUE,65,angry,60,FALSE,0,TRUE,60,FALSE,34,FALSE,0,FALSE,0,TRUE,53,FALSE,38
face-914-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-910-1-Go.png,TRUE,68,disgusted,55,FALSE,0,FALSE,31,TRUE,55,FALSE,6,FALSE,3,FALSE,36,FALSE,24
face-906-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-905-2-Go.png,TRUE,52,disgusted,80,FALSE,0,FALSE,41,TRUE,80,FALSE,22,FALSE,0,FALSE,2,TRUE,77
face-902-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-904-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-903-2-Go.png,TRUE,52,surprised,78,FALSE,0,TRUE,53,TRUE,60,FALSE,26,FALSE,0,FALSE,25,TRUE,78
face-898-1-Go.png,TRUE,59,disgusted,73,FALSE,0,TRUE,56,TRUE,73,TRUE,62,FALSE,0,TRUE,68,FALSE,23
face-900-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-899-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-897-2-Go.png,TRUE,51,surprised,100,FALSE,0,TRUE,67,TRUE,61,FALSE,0,FALSE,1,FALSE,0,TRUE,100
face-896-1-Go.png,TRUE,57,scared,100,FALSE,0,TRUE,58,TRUE,54,TRUE,100,FALSE,0,TRUE,55,FALSE,0
face-889-1-Go.png,TRUE,53,scared,73,FALSE,0,TRUE,50,FALSE,35,TRUE,73,FALSE,0,FALSE,40,FALSE,34
face-888-1-Go.png,TRUE,62,scared,65,FALSE,0,FALSE,0,FALSE,48,TRUE,65,FALSE,0,TRUE,52,FALSE,25
face-890-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-886-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-885-3-Go.png,TRUE,55,disgusted,59,FALSE,0,TRUE,54,TRUE,59,FALSE,12,FALSE,0,FALSE,47,FALSE,37
face-881-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-883-1-Go.png,TRUE,55,disgusted,72,FALSE,0,FALSE,0,TRUE,72,TRUE,62,FALSE,0,FALSE,1,TRUE,59
face-881-1-Go.png,TRUE,64,scared,73,FALSE,0,FALSE,0,TRUE,66,TRUE,73,FALSE,7,FALSE,12,FALSE,29
face-882-1-Go.png,TRUE,56,disgusted,71,FALSE,0,FALSE,13,TRUE,71,TRUE,60,FALSE,6,TRUE,59,FALSE,38
face-880-1-Go.png,TRUE,70,surprised,71,FALSE,0,TRUE,59,FALSE,26,TRUE,58,FALSE,0,FALSE,38,TRUE,71
face-859-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-856-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-855-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-854-1-Go.png,TRUE,68,angry,88,FALSE,4,TRUE,88,FALSE,34,FALSE,7,FALSE,0,FALSE,11,FALSE,48
face-853-2-Go.png,TRUE,50,angry,100,FALSE,0,TRUE,100,FALSE,32,FALSE,11,FALSE,0,FALSE,0,FALSE,35
face-847-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-852-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-842-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-844-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-843-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-840-1-Go.png,TRUE,64,disgusted,60,FALSE,7,TRUE,57,TRUE,60,FALSE,22,FALSE,0,FALSE,43,FALSE,32
face-835-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-839-1-Go.png,TRUE,58,angry,82,FALSE,11,TRUE,82,FALSE,21,FALSE,9,FALSE,0,FALSE,47,FALSE,24
face-840-6-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-836-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-830-1-Go.png,TRUE,67,disgusted,51,FALSE,19,FALSE,31,TRUE,51,FALSE,45,FALSE,0,FALSE,20,FALSE,17
face-833-1-Go.png,TRUE,62,angry,61,FALSE,27,TRUE,61,FALSE,42,FALSE,34,FALSE,0,TRUE,59,FALSE,26
face-826-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-832-1-Go.png,TRUE,68,sad,63,FALSE,24,FALSE,9,TRUE,54,FALSE,32,FALSE,0,TRUE,63,FALSE,15
face-831-1-Go.png,TRUE,59,angry,64,FALSE,13,TRUE,64,FALSE,49,FALSE,22,FALSE,0,FALSE,21,FALSE,37
face-824-1-Go.png,TRUE,73,surprised,59,FALSE,0,FALSE,0,FALSE,48,FALSE,26,FALSE,18,FALSE,12,TRUE,59
face-816-1-Go.png,TRUE,51,angry,52,FALSE,15,TRUE,52,FALSE,42,FALSE,37,FALSE,0,FALSE,10,FALSE,32
face-825-1-Go.png,TRUE,70,disgusted,84,FALSE,8,FALSE,3,TRUE,84,TRUE,54,FALSE,0,TRUE,51,FALSE,43
face-820-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-813-1-Go.png,TRUE,56,disgusted,90,FALSE,0,TRUE,67,TRUE,90,FALSE,0,FALSE,0,FALSE,23,TRUE,74
face-810-2-Go.png,TRUE,56,surprised,85,FALSE,10,TRUE,57,FALSE,21,FALSE,36,FALSE,0,FALSE,0,TRUE,85
face-807-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-807-1-Go.png,TRUE,65,sad,91,FALSE,0,FALSE,19,TRUE,75,FALSE,1,FALSE,0,TRUE,91,FALSE,49
face-803-1-Go.png,TRUE,60,scared,47,FALSE,0,FALSE,5,FALSE,0,FALSE,47,FALSE,0,FALSE,41,FALSE,40
face-806-1-Go.png,TRUE,68,scared,50,FALSE,10,FALSE,41,FALSE,41,TRUE,50,FALSE,0,FALSE,44,FALSE,29
face-801-1-Go.png,TRUE,58,angry,60,FALSE,0,TRUE,60,TRUE,51,FALSE,8,FALSE,1,TRUE,59,FALSE,38
face-802-1-Go.png,TRUE,58,sad,95,FALSE,0,FALSE,25,FALSE,36,FALSE,48,FALSE,0,TRUE,95,FALSE,14
face-794-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-795-1-Go.png,TRUE,54,angry,68,FALSE,0,TRUE,68,TRUE,55,FALSE,23,FALSE,3,FALSE,23,TRUE,61
face-788-15-Go.png,TRUE,58,angry,64,FALSE,0,TRUE,64,FALSE,48,FALSE,49,FALSE,12,FALSE,0,FALSE,45
face-793-1-Go.png,TRUE,63,disgusted,72,FALSE,12,FALSE,31,TRUE,72,FALSE,20,FALSE,0,FALSE,16,FALSE,47
face-788-3-Go.png,TRUE,60,angry,67,FALSE,0,TRUE,67,FALSE,33,FALSE,32,FALSE,0,FALSE,39,FALSE,40
face-792-2-Go.png,TRUE,51,surprised,90,FALSE,0,TRUE,74,TRUE,61,FALSE,0,FALSE,0,FALSE,31,TRUE,90
face-790-1-Go.png,TRUE,56,sad,55,FALSE,0,FALSE,14,FALSE,48,FALSE,23,FALSE,0,TRUE,55,FALSE,18
face-788-16-Go.png,TRUE,52,angry,69,FALSE,1,TRUE,69,FALSE,44,FALSE,0,FALSE,0,TRUE,56,TRUE,58
face-788-2-Go.png,TRUE,75,disgusted,85,FALSE,0,FALSE,0,TRUE,85,FALSE,0,FALSE,0,FALSE,27,TRUE,72
face-787-2-Go.png,TRUE,80,angry,56,TRUE,51,TRUE,56,FALSE,43,TRUE,52,FALSE,0,FALSE,28,FALSE,0
face-788-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-787-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-787-21-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-787-6-Go.png,TRUE,62,angry,89,FALSE,0,TRUE,89,FALSE,30,TRUE,57,FALSE,2,FALSE,7,FALSE,37
face-787-20-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-787-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-787-1-Go.png,TRUE,54,sad,55,FALSE,0,FALSE,0,FALSE,38,TRUE,53,FALSE,0,TRUE,55,FALSE,45
face-781-1-Go.png,TRUE,55,disgusted,84,FALSE,12,FALSE,46,TRUE,84,FALSE,0,FALSE,0,TRUE,65,TRUE,75
face-779-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-777-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-775-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-774-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-763-1-Go.png,TRUE,62,surprised,54,FALSE,0,FALSE,35,FALSE,15,FALSE,36,FALSE,0,FALSE,24,TRUE,54
face-774-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-773-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-772-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-762-1-Go.png,TRUE,64,angry,72,FALSE,19,TRUE,72,FALSE,29,FALSE,0,FALSE,0,FALSE,0,TRUE,55
face-759-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-1183-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-1188-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-1184-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-1186-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-1187-1-Go.png,TRUE,71,angry,100,FALSE,37,TRUE,100,FALSE,33,FALSE,0,FALSE,0,FALSE,39,FALSE,36
face-1182-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-1190-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-1189-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-754-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-1185-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-734-1-Go.png,TRUE,54,sad,86,FALSE,0,FALSE,28,TRUE,59,FALSE,35,FALSE,0,TRUE,86,TRUE,53
face-733-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-733-1-Go.png,TRUE,59,scared,70,FALSE,0,FALSE,12,TRUE,51,TRUE,70,FALSE,0,FALSE,0,TRUE,59
face-732-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-732-1-Go.png,TRUE,47,scared,70,FALSE,0,TRUE,66,FALSE,41,TRUE,70,FALSE,0,FALSE,33,FALSE,44
face-731-1-Go.png,TRUE,56,scared,80,FALSE,0,FALSE,17,TRUE,59,TRUE,80,FALSE,0,TRUE,51,TRUE,59
face-729-1-Go.png,TRUE,58,surprised,61,FALSE,0,FALSE,44,FALSE,31,FALSE,49,FALSE,0,FALSE,1,TRUE,61
face-730-1-Go.png,TRUE,53,scared,59,FALSE,0,FALSE,28,TRUE,58,TRUE,59,FALSE,0,FALSE,14,FALSE,39
face-728-1-Go.png,TRUE,57,disgusted,70,FALSE,3,FALSE,6,TRUE,70,TRUE,53,FALSE,0,FALSE,0,TRUE,61
face-727-1-Go.png,TRUE,61,disgusted,71,FALSE,0,FALSE,36,TRUE,71,TRUE,58,FALSE,0,FALSE,0,TRUE,50
face-726-1-Go.png,TRUE,62,scared,68,FALSE,0,FALSE,31,TRUE,66,TRUE,68,FALSE,0,FALSE,0,TRUE,53
face-725-1-Go.png,TRUE,65,scared,67,FALSE,0,FALSE,31,TRUE,60,TRUE,67,FALSE,0,FALSE,0,TRUE,57
face-724-1-Go.png,TRUE,65,scared,75,FALSE,0,FALSE,33,TRUE,63,TRUE,75,FALSE,0,FALSE,0,FALSE,41
face-723-1-Go.png,TRUE,61,scared,92,FALSE,0,FALSE,24,TRUE,58,TRUE,92,FALSE,0,FALSE,0,TRUE,55
face-722-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-720-2-Go.png,TRUE,57,surprised,66,FALSE,0,FALSE,0,FALSE,45,FALSE,44,FALSE,22,FALSE,44,TRUE,66
face-713-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-721-1-Go.png,TRUE,64,scared,90,FALSE,0,FALSE,19,TRUE,67,TRUE,90,FALSE,0,FALSE,12,FALSE,34
face-703-3-Go.png,TRUE,57,surprised,67,FALSE,0,FALSE,31,TRUE,54,FALSE,0,FALSE,9,TRUE,59,TRUE,67
face-704-1-Go.png,TRUE,52,sad,66,FALSE,0,TRUE,65,FALSE,43,FALSE,0,FALSE,4,TRUE,66,FALSE,47
face-698-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-699-4-Go.png,TRUE,60,scared,80,FALSE,0,FALSE,34,FALSE,37,TRUE,80,FALSE,0,FALSE,17,FALSE,16
face-701-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-692-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-693-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-690-2-Go.png,TRUE,42,surprised,81,FALSE,0,FALSE,38,TRUE,74,FALSE,25,FALSE,0,FALSE,0,TRUE,81
face-689-1-Go.png,TRUE,54,surprised,70,FALSE,0,FALSE,33,FALSE,44,FALSE,34,FALSE,0,FALSE,20,TRUE,70
face-688-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-682-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-687-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-686-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-685-1-Go.png,TRUE,51,surprised,99,FALSE,0,TRUE,68,TRUE,79,FALSE,29,FALSE,0,FALSE,0,TRUE,99
face-681-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-680-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-675-1-Go.png,TRUE,54,disgusted,66,FALSE,0,FALSE,25,TRUE,66,FALSE,39,FALSE,0,FALSE,0,TRUE,57
face-647-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-676-1-Go.png,TRUE,49,surprised,68,FALSE,0,FALSE,21,TRUE,52,TRUE,54,FALSE,1,FALSE,0,TRUE,68
face-650-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-637-1-Go.png,TRUE,55,disgusted,65,FALSE,0,TRUE,62,TRUE,65,FALSE,0,FALSE,32,FALSE,0,FALSE,2
face-645-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-633-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-626-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-611-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-609-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-583-1-Go.png,TRUE,54,scared,57,FALSE,0,FALSE,0,TRUE,56,TRUE,57,FALSE,0,FALSE,45,FALSE,17
face-593-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-586-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-566-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-565-1-Go.png,TRUE,45,surprised,100,FALSE,0,FALSE,0,TRUE,59,FALSE,22,FALSE,5,FALSE,0,TRUE,100
face-561-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-549-1-Go.png,TRUE,51,disgusted,63,FALSE,0,FALSE,0,TRUE,63,FALSE,13,FALSE,16,FALSE,24,TRUE,58
face-551-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-548-1-Go.png,TRUE,48,surprised,93,FALSE,0,FALSE,4,TRUE,59,FALSE,1,FALSE,0,FALSE,1,TRUE,93
face-546-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-534-1-Go.png,TRUE,74,scared,64,FALSE,0,TRUE,53,FALSE,38,TRUE,64,FALSE,0,FALSE,0,FALSE,37
face-545-1-Go.png,TRUE,54,surprised,75,FALSE,0,FALSE,7,TRUE,65,TRUE,50,FALSE,14,FALSE,0,TRUE,75
face-529-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-522-1-Go.png,TRUE,58,angry,75,FALSE,0,TRUE,75,TRUE,70,FALSE,0,FALSE,0,FALSE,7,TRUE,54
face-519-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-521-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-517-1-Go.png,TRUE,66,happy,68,FALSE,0,FALSE,6,TRUE,57,FALSE,0,TRUE,68,FALSE,0,FALSE,21
face-512-4-Go.png,TRUE,55,surprised,62,FALSE,8,TRUE,61,TRUE,51,FALSE,0,FALSE,30,FALSE,0,TRUE,62
face-511-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-507-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-506-1-Go.png,TRUE,62,disgusted,48,FALSE,17,FALSE,2,FALSE,48,FALSE,9,FALSE,0,FALSE,29,FALSE,15
face-504-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-508-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-503-1-Go.png,TRUE,71,surprised,46,FALSE,20,FALSE,41,FALSE,27,FALSE,34,FALSE,0,FALSE,25,FALSE,46
face-502-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-500-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-497-1-Go.png,TRUE,72,disgusted,50,FALSE,29,FALSE,0,TRUE,50,FALSE,12,FALSE,0,FALSE,0,FALSE,43
face-496-4-Go.png,TRUE,63,surprised,81,FALSE,0,FALSE,0,FALSE,34,FALSE,41,FALSE,8,FALSE,43,TRUE,81
face-496-6-Go.png,TRUE,76,sad,58,FALSE,17,FALSE,0,FALSE,2,FALSE,16,FALSE,33,TRUE,58,FALSE,22
face-496-2-Go.png,TRUE,69,neutral,100,TRUE,100,FALSE,47,FALSE,34,FALSE,0,FALSE,0,FALSE,0,TRUE,71
face-496-1-Go.png,TRUE,64,scared,52,FALSE,0,FALSE,14,FALSE,40,TRUE,52,FALSE,0,FALSE,12,FALSE,47
face-495-5-Go.png,TRUE,74,sad,57,FALSE,26,FALSE,3,FALSE,5,FALSE,24,FALSE,27,TRUE,57,FALSE,17
face-495-15-Go.png,TRUE,74,sad,88,FALSE,0,TRUE,52,FALSE,12,FALSE,32,FALSE,16,TRUE,88,FALSE,29
face-495-6-Go.png,TRUE,72,angry,99,FALSE,0,TRUE,99,FALSE,0,TRUE,61,FALSE,0,FALSE,34,FALSE,16
face-495-3-Go.png,TRUE,80,sad,68,FALSE,0,FALSE,18,FALSE,18,FALSE,40,FALSE,0,TRUE,68,FALSE,33
face-495-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-495-2-Go.png,TRUE,65,sad,89,FALSE,0,FALSE,48,FALSE,40,FALSE,0,FALSE,24,TRUE,89,FALSE,19
face-492-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-491-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-487-1-Go.png,TRUE,62,surprised,65,FALSE,0,FALSE,0,FALSE,22,FALSE,2,FALSE,7,FALSE,2,TRUE,65
face-475-1-Go.png,TRUE,62,disgusted,74,FALSE,0,TRUE,60,TRUE,74,FALSE,0,FALSE,0,FALSE,24,TRUE,53
face-488-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-463-1-Go.png,TRUE,67,sad,74,FALSE,25,FALSE,43,FALSE,9,FALSE,0,FALSE,0,TRUE,74,FALSE,32
face-464-1-Go.png,TRUE,60,sad,67,FALSE,10,FALSE,31,FALSE,19,FALSE,0,FALSE,0,TRUE,67,TRUE,58
face-459-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-460-1-Go.png,TRUE,73,sad,79,FALSE,0,FALSE,0,FALSE,19,TRUE,50,FALSE,0,TRUE,79,FALSE,43
face-457-38-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-457-10-Go.png,TRUE,75,scared,56,FALSE,0,FALSE,8,FALSE,0,TRUE,56,FALSE,47,FALSE,20,FALSE,32
face-457-32-Go.png,TRUE,70,angry,100,FALSE,14,TRUE,100,FALSE,0,FALSE,11,FALSE,4,FALSE,33,FALSE,31
face-457-5-Go.png,TRUE,53,disgusted,95,TRUE,57,FALSE,41,TRUE,95,FALSE,32,FALSE,13,FALSE,0,FALSE,44
face-457-9-Go.png,TRUE,71,angry,97,FALSE,0,TRUE,97,FALSE,28,FALSE,15,FALSE,4,FALSE,28,FALSE,25
face-457-4-Go.png,TRUE,73,surprised,70,FALSE,0,FALSE,35,FALSE,21,FALSE,0,FALSE,30,FALSE,48,TRUE,70
face-457-1-Go.png,TRUE,66,sad,85,FALSE,44,FALSE,20,FALSE,31,FALSE,0,FALSE,36,TRUE,85,FALSE,15
face-444-1-Go.png,TRUE,69,disgusted,61,FALSE,0,TRUE,60,TRUE,61,FALSE,0,FALSE,0,FALSE,18,FALSE,36
face-449-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
face-456-1-Go.png,TRUE,65,sad,80,FALSE,0,FALSE,33,FALSE,40,FALSE,0,FALSE,6,TRUE,80,TRUE,66
face-450-1-Go.png,TRUE,69,sad,66,FALSE,7,FALSE,32,FALSE,15,FALSE,39,FALSE,1,TRUE,66,FALSE,0
face-436-7-Go.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
