"file","mid","description","score"
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0001.png","/m/06ntj","sports",0.96724492
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0001.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0001.png","/m/07bs0","tennis",0.91273224
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0001.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0002.png","/m/06ntj","sports",0.97177643
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0002.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0002.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0002.png","/m/07bs0","tennis",0.879232
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0002.png","/m/012sbd","tournament",0.51644737
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0003.png","/m/06ntj","sports",0.9820689
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0003.png","/m/02xhr73","tennis player",0.9375
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0003.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0003.png","/m/07bs0","tennis",0.89643973
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0003.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0004.png","/m/06ntj","sports",0.9836517
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0004.png","/m/07bs0","tennis",0.97093487
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0004.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0004.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0004.png","/m/067_4k","4 100 metres relay",0.78707373
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0005.png","/m/06ntj","sports",0.98554522
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0005.png","/m/07bs0","tennis",0.9711591
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0005.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0005.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0005.png","/m/07gcy","tennis court",0.5089851
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0006.png","/m/06ntj","sports",0.98533094
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0006.png","/m/07bs0","tennis",0.94651335
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0006.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0006.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0007.png","/m/02xhr73","tennis player",0.9375
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0007.png","/m/06ntj","sports",0.91977978
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0007.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0007.png","/m/07bs0","tennis",0.88326508
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0008.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0008.png","/m/02v0m2","diagram",0.74928826
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0008.png","/m/0541p","multimedia",0.67057449
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0008.png","/m/06ntj","sports",0.57378262
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0009.png","/m/06ntj","sports",0.91781384
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0009.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0010.png","/m/07bs0","tennis",0.9648425
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0010.png","/m/06ntj","sports",0.9490779
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0010.png","/m/02xhr73","tennis player",0.9375
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0010.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0011.png","/m/06ntj","sports",0.98315412
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0011.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0011.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0011.png","/m/07bs0","tennis",0.8882249
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0011.png","/m/019w6h","physical exercise",0.568611
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0012.png","/m/06ntj","sports",0.98515421
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0012.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0012.png","/m/07bs0","tennis",0.67752916
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0012.png","/m/09qf5","winter sport",0.66615909
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0013.png","/m/06ntj","sports",0.98463237
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0013.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0013.png","/m/07bs0","tennis",0.68438447
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0013.png","/m/03fyrh","greco roman wrestling",0.57608867
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0014.png","/m/06ntj","sports",0.9848842
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0014.png","/m/07bs0","tennis",0.97148603
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0014.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0014.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0014.png","/m/07gcy","tennis court",0.67009038
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0015.png","/m/06ntj","sports",0.98349714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0015.png","/m/07bs0","tennis",0.97044396
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0015.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0015.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0015.png","/m/07gcy","tennis court",0.62494946
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0016.png","/m/06ntj","sports",0.9820407
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0016.png","/m/07bs0","tennis",0.97121733
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0016.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0016.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0016.png","/m/07gcy","tennis court",0.69546634
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0017.png","/m/06ntj","sports",0.98414034
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0017.png","/m/07bs0","tennis",0.97087723
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0017.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0017.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0017.png","/m/07gcy","tennis court",0.7278679
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0018.png","/m/06ntj","sports",0.985601
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0018.png","/m/07bs0","tennis",0.95289338
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0018.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0018.png","/m/067_4k","4 100 metres relay",0.78122562
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0019.png","/m/06ntj","sports",0.98517334
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0020.png","/m/06ntj","sports",0.98346448
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0020.png","/m/07bs0","tennis",0.96885228
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0020.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0020.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0020.png","/m/07gcy","tennis court",0.81486809
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0021.png","/m/06ntj","sports",0.98554677
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0021.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0021.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0021.png","/m/07bs0","tennis",0.78859395
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0022.png","/m/06ntj","sports",0.98572475
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0022.png","/m/07bs0","tennis",0.97090942
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0022.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0022.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0022.png","/m/07gcy","tennis court",0.62308258
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0023.png","/m/06ntj","sports",0.98383343
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0023.png","/m/07bs0","tennis",0.97078031
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0023.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0023.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0023.png","/m/07gcy","tennis court",0.64982587
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0024.png","/m/06ntj","sports",0.98524576
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0024.png","/m/07bs0","tennis",0.97161227
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0024.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0024.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0024.png","/m/07gcy","tennis court",0.731829
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0025.png","/m/06ntj","sports",0.98554617
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0025.png","/m/07bs0","tennis",0.97147489
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0025.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0025.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0025.png","/m/07gcy","tennis court",0.50633287
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0026.png","/m/06ntj","sports",0.98564988
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0026.png","/m/07bs0","tennis",0.97145069
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0026.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0026.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0001.png","/m/06ntj","sports",0.91536081
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0001.png","/m/0by3w","jumping",0.55381292
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0001.png","/m/02_5h","figure skating",0.516204
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0002.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0002.png","/m/0bmgjqz","sport venue",0.72645169
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0002.png","/m/07gcy","tennis court",0.674065
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0003.png","/m/06ntj","sports",0.97221059
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0003.png","/m/07bs0","tennis",0.96716338
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0003.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0003.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0003.png","/m/07gcy","tennis court",0.80044734
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0004.png","/m/06ntj","sports",0.98182261
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0004.png","/m/07bs0","tennis",0.96459764
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0004.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0004.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0004.png","/m/07gcy","tennis court",0.81000823
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0005.png","/m/06ntj","sports",0.98336071
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0005.png","/m/0c02pp7","athletics",0.60833669
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0005.png","/m/0849l","weightlifting",0.57924563
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0006.png","/m/06ntj","sports",0.97904652
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0006.png","/m/07bs0","tennis",0.96010721
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0006.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0006.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0006.png","/m/07gcy","tennis court",0.787494
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0007.png","/m/06ntj","sports",0.97213286
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0007.png","/m/07bs0","tennis",0.95783818
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0007.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0007.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0007.png","/m/07gcy","tennis court",0.85067493
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0008.png","/m/06ntj","sports",0.96555448
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0008.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0008.png","/m/07bs0","tennis",0.6441583
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0008.png","/m/0849l","weightlifting",0.636329
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0009.png","/m/06ntj","sports",0.9788655
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0009.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0009.png","/m/08fgwk","contact sport",0.81818181
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0009.png","/m/05kc29","combat sport",0.72727275
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0009.png","/m/09qf5","winter sport",0.66666669
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0010.png","/m/06ntj","sports",0.97450322
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0010.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0010.png","/m/07bs0","tennis",0.81786275
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0010.png","/m/09qf5","winter sport",0.66666669
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0011.png","/m/06ntj","sports",0.95466417
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0011.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0011.png","/m/01445t","athlete",0.87630814
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0012.png","/m/06ntj","sports",0.98130143
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0012.png","/m/07bs0","tennis",0.9679628
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0012.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0012.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0012.png","/m/07gcy","tennis court",0.74903548
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0013.png","/m/06ntj","sports",0.98377776
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0013.png","/m/07bs0","tennis",0.95336705
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0013.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0013.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0013.png","/m/07gcy","tennis court",0.65568489
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0014.png","/m/06ntj","sports",0.9830032
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0014.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0014.png","/m/0jjw","art",0.82857037
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0015.png","/m/02xhr73","tennis player",0.92327094
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0015.png","/m/01qhp_","racquet sport",0.88888741
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0015.png","/m/06ntj","sports",0.87318325
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0016.png","/m/06ntj","sports",0.98186469
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0016.png","/m/020m7t","ball game",0.92853594
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0016.png","/m/07bs0","tennis",0.9040336
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0016.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0016.png","/m/03bt1gh","games",0.53556693
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0017.png","/m/06ntj","sports",0.98120266
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0017.png","/m/07bs0","tennis",0.95550644
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0017.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0017.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0017.png","/m/07gcy","tennis court",0.8195793
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0018.png","/m/07bs0","tennis",0.95795429
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0018.png","/m/06ntj","sports",0.946546
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0018.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0018.png","/m/0jjw","art",0.83731586
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0018.png","/m/0138tl","toy",0.63663536
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0019.png","/m/06ntj","sports",0.98086846
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0019.png","/m/07bs0","tennis",0.93692082
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0019.png","/m/020m7t","ball game",0.90858185
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0019.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0020.png","/m/06ntj","sports",0.98160779
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0020.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0020.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0020.png","/m/07bs0","tennis",0.87969923
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0020.png","/m/0849l","weightlifting",0.80136931
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0021.png","/m/06ntj","sports",0.9627009
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0021.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0021.png","/m/06nb_j","basketball moves",0.74056405
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0021.png","/m/0849l","weightlifting",0.57795441
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0021.png","/m/0by3w","jumping",0.56363952
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0022.png","/m/06ntj","sports",0.9715904
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0022.png","/m/0849l","weightlifting",0.8101272
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0022.png","/m/06nb_j","basketball moves",0.73558724
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0022.png","/m/02mf1n","gadget",0.5891782
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0023.png","/m/06ntj","sports",0.94950843
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0023.png","/m/07bs0","tennis",0.94086725
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0023.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0024.png","/m/06ntj","sports",0.98559213
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0024.png","/m/07bs0","tennis",0.97073579
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0024.png","/m/02xhr73","tennis player",0.9375
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0024.png","/m/020m7t","ball game",0.9285714
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0024.png","/m/01qhp_","racquet sport",0.8888889
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0025.png","/m/06ntj","sports",0.98162633
