"file","mid","description","score","boundingPoly.x1","boundingPoly.x2","boundingPoly.x3","boundingPoly.x4","boundingPoly.y1","boundingPoly.y2","boundingPoly.y3","boundingPoly.y4"
"2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0098.png","/m/011_65","Emirates",0.32339811,36,165,165,36,68,68,113,113
"2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0098.png","/g/1q5bytdd0","Kia Carland",0.31334949,650,729,729,650,77,77,118,118
"2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0099.png","/m/0p58j","Australian Open Tennis Tournament",0.44699377,37,104,104,37,25,25,143,143
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0001.png","/g/1tdx4rsf","Kia Classic",0.22127853,596,630,630,596,196,196,227,227
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0002.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0003.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0004.png","/g/11bbrmhp7y","ANZ",0.15501335,121,163,163,121,216,216,230,230
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0005.png","/m/0p58j","Australian Open Tennis Tournament",0.39534512,37,93,93,37,50,50,144,144
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0005.png","/m/0ds88pm","Kia Carland",0.37767497,383,773,773,383,27,27,128,128
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0006.png","/m/0p58j","Australian Open Tennis Tournament",0.47610393,37,83,83,37,50,50,143,143
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0006.png",NA,"Kia Carland",0.26900598,232,451,451,232,23,23,123,123
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0007.png","/m/03s14w","ANZ",0.22422074,532,656,656,532,21,21,33,33
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0008.png","/m/03s14w","ANZ",0.28797138,539,657,657,539,20,20,32,32
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0009.png","/m/03s14w","ANZ",0.29468855,554,659,659,554,19,19,36,36
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0010.png","/g/11bbrmhp7y","ANZ",0.22881301,610,647,647,610,19,19,30,30
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0011.png","/m/0p58j","Australian Open Tennis Tournament",0.32439259,37,113,113,37,51,51,146,146
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0012.png","/g/1q5bytdd0","Kia Carland",0.14754774,162,243,243,162,159,159,194,194
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0013.png","/m/011_65","Emirates",0.55241013,319,556,556,319,46,46,157,157
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0014.png","/m/011_65","Emirates",0.51289719,360,561,561,360,102,102,160,160
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0014.png","/m/03s14w","ANZ",0.41991448,439,752,752,439,254,254,300,300
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0015.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0016.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0017.png","/m/0p58j","Australian Open Tennis Tournament",0.23165601,48,109,109,48,132,132,143,143
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0018.png","/m/03s14w","ANZ",0.30188268,608,658,658,608,18,18,34,34
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0019.png","/m/03s14w","ANZ",0.25760758,609,654,654,609,18,18,30,30
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0020.png","/m/028blc0","ANZ",0.21138243,615,651,651,615,18,18,30,30
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0021.png",NA,"Kia Carland",0.18761614,162,196,196,162,82,82,140,140
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0022.png","/m/03s14w","ANZ",0.41053861,553,741,741,553,84,84,158,158
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0022.png","/g/1q5bytdd0","Kia Carland",0.38402373,39,171,171,39,69,69,167,167
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0023.png",NA,"Kia Carland",0.22934785,376,740,740,376,60,60,147,147
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0024.png","/m/03s14w","ANZ",0.37890399,637,770,770,637,81,81,129,129
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0024.png","/m/0p58j","Australian Open Tennis Tournament",0.26452193,41,117,117,41,48,48,148,148
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0025.png","/g/1q5bytdd0","Kia Carland",0.22394285,209,571,571,209,65,65,141,141
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0025.png",NA,"ANZ Championship",0.19200796,680,788,788,680,84,84,125,125
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0026.png","/m/03s14w","ANZ",0.27629614,609,654,654,609,18,18,31,31
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0027.png","/m/03s14w","ANZ",0.22950754,608,641,641,608,18,18,34,34
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0028.png","/m/03s14w","ANZ",0.29997841,534,578,578,534,18,18,34,34
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0029.png","/m/03s14w","ANZ",0.26111126,601,651,651,601,18,18,29,29
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0029.png","/g/11b7ch06x1","Kia",0.15159121,405,443,443,405,16,16,27,27
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0030.png","/m/06dqvy","Jacobs Creek",0.6420902,22,783,783,22,94,94,295,295
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0030.png","/m/026bm_n","Emptoris",0.39507177,537,651,651,537,276,276,308,308
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0031.png","/m/0p58j","Australian Open Tennis Tournament",0.41388768,37,129,129,37,69,69,154,154
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0032.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0033.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0034.png","/m/0p58j","Australian Open Tennis Tournament",0.30563989,41,120,120,41,77,77,143,143
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0035.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0036.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0037.png","/g/1q5bytdd0","Kia Carland",0.14450584,202,227,227,202,247,247,269,269
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0038.png","/m/03s14w","ANZ",0.29003695,609,642,642,609,18,18,34,34
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0039.png","/m/03s14w","ANZ",0.29046556,609,642,642,609,18,18,34,34
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0040.png","/m/03s14w","ANZ",0.27353087,609,642,642,609,18,18,34,34
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0041.png","/m/03s14w","ANZ",0.25247332,533,659,659,533,17,17,29,29
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0042.png","/m/03s14w","ANZ",0.24432491,609,642,642,609,18,18,34,34
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0042.png","/g/11b7ch06x1","Kia",0.14458244,351,388,388,351,16,16,27,27
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0043.png","/m/03s14w","ANZ",0.19707169,610,654,654,610,18,18,29,29
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0044.png",NA,"Kia Classic",0.2079843,332,363,363,332,19,19,33,33
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0044.png","/m/03s14w","ANZ",0.19523299,590,619,619,590,18,18,29,29
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0045.png","/m/03s14w","ANZ",0.30880502,661,713,713,661,17,17,34,34
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0046.png","/m/0p58j","Australian Open Tennis Tournament",0.25326174,41,113,113,41,85,85,135,135
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0046.png","/g/11bbrmhp7y","ANZ",0.23062178,453,486,486,453,16,16,33,33
"2016_MCA_R03_VLepchenko_USA_vs_SZhang_CHN_WS316_clip.0047.png","/m/03s14w","ANZ",0.31025255,583,625,625,583,16,16,33,33
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0001.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0002.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0003.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0004.png","/m/03s14w","ANZ",0.23904021,529,641,641,529,42,42,57,57
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0005.png","/m/03s14w","ANZ",0.29084483,601,645,645,601,42,42,57,57
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0006.png","/m/0p58j","Australian Open Tennis Tournament",0.31754661,37,65,65,37,78,78,138,138
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0006.png","/m/03s14w","ANZ",0.25366959,9,633,633,9,151,151,259,259
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0007.png","/g/11bbrmhp7y","ANZ",0.21529767,529,577,577,529,41,41,52,52
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0008.png","/m/03s14w","ANZ",0.24074766,602,645,645,602,41,41,52,52
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0009.png","/m/028blc0","ANZ",0.23762208,607,645,645,607,41,41,57,57
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0010.png","/g/11bbrmhp7y","ANZ",0.2148158,602,645,645,602,41,41,53,53
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0011.png","/m/03s14w","ANZ",0.25384042,602,636,636,602,42,42,56,56
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0012.png","/g/11bwn3hffh","Australian Open Tennis Tournament",0.23441312,41,68,68,41,78,78,136,136
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0013.png","/m/0z6tbx_","Australian Open Tennis Tournament",0.18691468,37,113,113,37,51,51,146,146
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0014.png","/m/03s14w","ANZ",0.42274565,492,574,574,492,19,19,40,40
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0014.png",NA,"Kia Carland",0.2585727,300,355,355,300,15,15,38,38
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0015.png","/g/1q5bytdd0","Kia Carland",0.28298092,536,588,588,536,53,53,80,80
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0015.png","/m/011_65","Emirates",0.22928032,415,492,492,415,65,65,78,78
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0016.png","/m/03s14w","ANZ",0.508325,412,736,736,412,128,128,175,175
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0017.png",NA,"Australian Open Tennis Tournament",0.16371652,56,91,91,56,44,44,81,81
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0017.png",NA,"Kia Carland",0.157244,50,759,759,50,126,126,245,245
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0018.png",NA,"Kia Carland",0.20668279,673,743,743,673,125,125,240,240
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0019.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0020.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0021.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0022.png","/m/03s14w","ANZ",0.23898564,529,645,645,529,42,42,54,54
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0023.png","/m/03s14w","ANZ",0.21102509,602,645,645,602,42,42,53,53
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0024.png","/g/11bbrmhp7y","ANZ",0.22091717,530,645,645,530,42,42,54,54
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0025.png","/m/03s14w","ANZ",0.26889312,610,645,645,610,38,38,54,54
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0026.png","/m/0p58j","Australian Open Tennis Tournament",0.32478082,37,131,131,37,129,129,163,163
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0027.png","/m/03s14w","ANZ",0.24172367,529,645,645,529,42,42,53,53
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0027.png","/g/11b7ch06x1","Kia",0.14836292,351,387,387,351,40,40,51,51
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0028.png","/m/03s14w","ANZ",0.20363447,601,645,645,601,42,42,53,53
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0029.png","/m/03s14w","ANZ",0.393941,108,284,284,108,150,150,235,235
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0029.png","/m/023_fz","Rolex",0.39255661,542,593,593,542,245,245,300,300
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0029.png","/m/011_65","Emirates",0.31264567,658,766,766,658,182,182,250,250
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0030.png","/m/0p58j","Australian Open Tennis Tournament",0.33491287,37,82,82,37,77,77,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0031.png","/m/0p58j","Australian Open Tennis Tournament",0.40089971,42,109,109,42,48,48,140,140
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0032.png","/m/0p58j","Australian Open Tennis Tournament",0.25019863,51,113,113,51,44,44,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0033.png","/m/0p58j","Australian Open Tennis Tournament",0.31232139,37,113,113,37,85,85,139,139
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0034.png","/m/0p58j","Australian Open Tennis Tournament",0.38581321,24,109,109,24,75,75,140,140
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0035.png","/m/06dqvy","Jacobs Creek",0.48608398,158,374,374,158,101,101,311,311
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0035.png","/m/0p58j","Australian Open Tennis Tournament",0.41172555,37,96,96,37,51,51,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0036.png","/m/0p58j","Australian Open Tennis Tournament",0.39493337,41,129,129,41,48,48,154,154
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0036.png","/m/0db0h9","Jacobs Creek",0.29338777,258,651,651,258,150,150,300,300
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0037.png","/m/03s14w","ANZ",0.3656106,519,695,695,519,141,141,224,224
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0038.png","/m/032dk1","ANZ",0.2652216,134,692,692,134,137,137,226,226
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0039.png","/m/03s14w","ANZ",0.22546521,530,636,636,530,38,38,54,54
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0040.png","/m/03s14w","ANZ",0.21894674,601,645,645,601,42,42,53,53
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0041.png","/m/03s14w","ANZ",0.19400182,602,636,636,602,42,42,53,53
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0042.png","/m/03s14w","ANZ",0.26316783,530,641,641,530,42,42,57,57
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0043.png","/m/03s14w","ANZ",0.20523162,602,645,645,602,38,38,53,53
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0044.png","/m/03s14w","ANZ",0.23592207,605,642,642,605,43,43,53,53
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0045.png","/m/0p58j","Australian Open Tennis Tournament",0.32350287,37,96,96,37,78,78,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0046.png","/g/11bwn3hffh","Australian Open Tennis Tournament",0.2269899,37,109,109,37,44,44,140,140
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0047.png","/m/03s14w","ANZ",0.34431314,708,787,787,708,158,158,182,182
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0047.png","/m/011_65","Emirates",0.32835153,101,152,152,101,156,156,193,193
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0047.png",NA,"Kia Carland",0.26755768,232,686,686,232,162,162,295,295
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0048.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0049.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0050.png","/m/0p58j","Australian Open Tennis Tournament",0.42398351,31,104,104,31,51,51,142,142
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0051.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0052.png","/m/011_65","Emirates",0.60745847,560,784,784,560,108,108,252,252
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0053.png","/m/03s14w","ANZ",0.20770209,526,559,559,526,43,43,55,55
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0054.png","/m/03s14w","ANZ",0.20682384,526,559,559,526,43,43,55,55
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0055.png","/m/03s14w","ANZ",0.2480551,526,568,568,526,44,44,55,55
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0056.png","/m/0p58j","Australian Open Tennis Tournament",0.25968269,37,113,113,37,129,129,146,146
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0057.png","/m/03s14w","ANZ",0.1938822,531,559,559,531,43,43,58,58
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0057.png","/m/0p58j","Australian Open Tennis Tournament",0.14561079,37,109,109,37,104,104,140,140
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0058.png","/m/03s14w","ANZ",0.2169411,597,645,645,597,44,44,54,54
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0059.png","/g/11bbrmhp7y","ANZ",0.20943731,597,640,640,597,39,39,55,55
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0060.png","/m/011_65","Emirates",0.42593771,599,771,771,599,130,130,265,265
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0060.png","/g/1vs1p9r6","ANZ",0.38423985,26,211,211,26,162,162,250,250
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0061.png","/m/0p58j","Australian Open Tennis Tournament",0.24822271,37,87,87,37,48,48,138,138
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0061.png","/g/119vms8db","Emirates",0.18979402,670,768,768,670,148,148,299,299
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0062.png","/m/03s14w","ANZ",0.19919948,526,568,568,526,44,44,55,55
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0063.png","/m/03s14w","ANZ",0.21523994,526,625,625,526,44,44,60,60
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0064.png","/m/03s14w","ANZ",0.19180676,540,572,572,540,43,43,63,63
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0065.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0066.png","/m/0p58j","Australian Open Tennis Tournament",0.41375458,48,96,96,48,48,48,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0067.png","/m/0p58j","Australian Open Tennis Tournament",0.26865667,31,73,73,31,51,51,142,142
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0068.png","/m/0p58j","Australian Open Tennis Tournament",0.41899136,37,109,109,37,48,48,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0069.png","/m/06dqvy","Jacobs Creek",0.56984824,9,693,693,9,75,75,235,235
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0069.png","/m/03sc8","IBM",0.45432413,266,402,402,266,392,392,431,431
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0070.png","/m/03s14w","ANZ",0.29627585,470,626,626,470,145,145,203,203
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0071.png","/m/032dk1","ANZ",0.1964395,516,632,632,516,139,139,218,218
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0072.png","/g/11bbrmhp7y","ANZ",0.21892038,531,573,573,531,43,43,54,54
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0073.png","/m/0115r5c2","Australian Open",0.15706073,37,96,96,37,25,25,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0074.png","/m/0p58j","Australian Open Tennis Tournament",0.44102216,41,113,113,41,51,51,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0075.png","/m/0p58j","Australian Open Tennis Tournament",0.437356,37,121,121,37,50,50,145,145
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0076.png","/m/0p58j","Australian Open Tennis Tournament",0.46063781,41,113,113,41,25,25,143,143
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0077.png","/m/03s14w","ANZ",0.27029011,526,573,573,526,43,43,64,64
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0078.png","/m/03s14w","ANZ",0.24684776,526,573,573,526,44,44,55,55
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0079.png","/m/011_65","Emirates",0.3183158,634,784,784,634,119,119,270,270
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0079.png","/m/032dk1","ANZ",0.30940226,15,160,160,15,162,162,255,255
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0080.png","/m/011_65","Emirates",0.38999149,613,727,727,613,183,183,246,246
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0080.png","/m/03s14w","ANZ",0.27558815,17,180,180,17,137,137,229,229
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0081.png","/m/011_65","Emirates",0.31955013,661,786,786,661,179,179,270,270
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0081.png","/m/01cytr","Australian Open Tennis Tournament",0.20609358,41,92,92,41,45,45,135,135
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0082.png","/g/11bbrmhp7y","ANZ",0.2170039,531,641,641,531,39,39,55,55
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0083.png","/g/11bbrmhp7y","ANZ",0.21985218,531,573,573,531,43,43,54,54
"2016_MCA_R04_RBautistaAgut_ESP_vs_TBerdych_CZE_MS404_clip.0084.png","/g/11bbrmhp7y","ANZ",0.23951253,526,572,572,526,44,44,55,55
