"file","mid","description","score","boundingPoly.x1","boundingPoly.x2","boundingPoly.x3","boundingPoly.x4","boundingPoly.y1","boundingPoly.y2","boundingPoly.y3","boundingPoly.y4"
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0002.png","/m/0p58j","Australian Open Tennis Tournament",0.30287451,41,113,113,41,50,50,135,135
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0003.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0004.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0005.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0006.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0007.png","/m/06dqvy","Jacobs Creek",0.55694008,68,329,329,68,222,222,267,267
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0008.png","/m/06dqvy","Jacobs Creek",0.40881938,74,307,307,74,211,211,252,252
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0009.png","/m/06dqvy","Jacobs Creek",0.31395873,44,357,357,44,213,213,267,267
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0010.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0011.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0012.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0013.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0014.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0015.png","/m/0p58j","Australian Open Tennis Tournament",0.4369491,37,82,82,37,53,53,143,143
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0016.png","/m/0p58j","Australian Open Tennis Tournament",0.41408315,37,109,109,37,48,48,143,143
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0017.png","/m/0p58j","Australian Open Tennis Tournament",0.4356001,37,109,109,37,50,50,144,144
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0018.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0019.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0020.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0021.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0022.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0023.png","/m/06dqvy","Jacobs Creek",0.35190976,31,227,227,31,251,251,286,286
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0024.png","/m/0db0h9","Jacobs Creek",0.22442599,17,635,635,17,215,215,256,256
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0024.png",NA,"Australian Open Tennis Tournament",0.22061242,59,91,91,59,44,44,103,103
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0025.png","/m/0p58j","Australian Open Tennis Tournament",0.35988939,15,62,62,15,196,196,259,259
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0025.png","/m/011_65","Emirates",0.25727168,624,697,697,624,195,195,228,228
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0026.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0027.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0028.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0029.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0030.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0031.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0032.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0033.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0034.png","/m/0p58j","Australian Open Tennis Tournament",0.4611167,41,109,109,41,50,50,144,144
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0035.png","/m/0p58j","Australian Open Tennis Tournament",0.44660726,41,109,109,41,50,50,259,259
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0035.png","/m/0by16yq","Square, Inc.",0.28170624,319,678,678,319,192,192,260,260
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0036.png","/m/0p58j","Australian Open Tennis Tournament",0.44778633,37,131,131,37,78,78,163,163
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0037.png","/m/0p58j","Australian Open Tennis Tournament",0.36597714,41,109,109,41,48,48,143,143
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0038.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0039.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0040.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0041.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0042.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0043.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0044.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0045.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0046.png",NA,"ANZ",0.20028539,569,607,607,569,43,43,60,60
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0047.png","/m/0p58j","Australian Open Tennis Tournament",0.38792372,37,109,109,37,51,51,140,140
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0047.png","/m/0by16yq","Square, Inc.",0.26641595,49,750,750,49,202,202,283,283
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0048.png","/m/0p58j","Australian Open Tennis Tournament",0.360662,37,109,109,37,50,50,140,140
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0048.png","/m/02q6p6c","Emirates",0.3204132,650,751,751,650,213,213,245,245
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0049.png","/m/0p58j","Australian Open Tennis Tournament",0.36964834,41,86,86,41,27,27,139,139
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0049.png","/m/01_1kk","Paris Saint-Germain F.C.",0.3668924,592,673,673,592,195,195,230,230
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0049.png","/m/0by16yq","Square, Inc.",0.26307428,192,262,262,192,188,188,257,257
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0050.png","/m/0p58j","Australian Open Tennis Tournament",0.36596665,6,65,65,6,130,130,267,267
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0050.png","/m/011_65","Emirates",0.32273743,654,726,726,654,192,192,224,224
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0051.png","/m/01_1kk","Paris Saint-Germain F.C.",0.33866489,629,719,719,629,191,191,221,221
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0051.png",NA,"Australian Open Tennis Tournament",0.30990082,12,49,49,12,192,192,272,272
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0052.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0053.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0054.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0055.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0056.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0057.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0058.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0059.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0060.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0061.png","/m/0p58j","Australian Open Tennis Tournament",0.32325965,48,93,93,48,86,86,144,144
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0062.png","/m/0p58j","Australian Open Tennis Tournament",0.41231275,37,790,790,37,74,74,250,250
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0063.png","/m/03s14w","ANZ",0.27436718,549,704,704,549,257,257,334,334
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0063.png","/m/011_65","Emirates",0.22840124,32,143,143,32,46,46,90,90
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0064.png","/m/011_65","Emirates",0.5463407,177,353,353,177,56,56,106,106
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0064.png","/m/03s14w","ANZ",0.36105931,582,730,730,582,221,221,292,292
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0065.png","/m/01_1kk","Paris Saint-Germain F.C.",0.42240846,11,87,87,11,195,195,250,250
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0065.png","/m/0p58j","Australian Open Tennis Tournament",0.30978167,41,81,81,41,48,48,143,143
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0065.png","/m/03s14w","ANZ",0.28838471,666,755,755,666,205,205,281,281
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0066.png","/m/011_65","Emirates",0.43873551,29,131,131,29,222,222,247,247
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0066.png","/m/0r3sc6_","Australian Open Tennis Tournament",0.36817667,41,109,109,41,50,50,140,140
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0067.png","/m/011_65","Emirates",0.49241328,46,474,474,46,69,69,256,256
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0067.png","/m/03s14w","ANZ",0.42838109,652,789,789,652,206,206,266,266
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0067.png","/g/11bwn3hffh","Australian Open Tennis Tournament",0.33578512,37,78,78,37,51,51,139,139
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0068.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0069.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0070.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0071.png","/m/0p58j","Australian Open Tennis Tournament",0.36513907,37,87,87,37,48,48,139,139
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0071.png","/m/03s14w","ANZ",0.24985757,612,731,731,612,213,213,257,257
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0072.png","/m/0p58j","Australian Open Tennis Tournament",0.18159993,165,187,187,165,374,374,397,397
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0073.png","/m/09npdx","Hisense",0.22374398,177,538,538,177,202,202,278,278
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0073.png",NA,"Australian Open",0.18566091,165,187,187,165,378,378,401,401
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0074.png","/m/0bm9n1l","Medibank",0.19888063,348,427,427,348,216,216,231,231
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0075.png","/g/1vy7gqz1","Medibank",0.1913137,327,435,435,327,224,224,367,367
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0076.png","/g/1vy7gqz1","Medibank",0.16813631,376,404,404,376,214,214,371,371
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0077.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0078.png","/m/0g_rk1","Medibank",0.16601114,371,421,421,371,350,350,359,359
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0079.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0080.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0081.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0082.png","/m/0p58j","Australian Open Tennis Tournament",0.32327467,41,81,81,41,48,48,139,139
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0083.png","/m/0p58j","Australian Open Tennis Tournament",0.22361033,37,109,109,37,51,51,143,143
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0083.png",NA,"Australian Open Tennis Tournament",0.1803523,205,237,237,205,212,212,254,254
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0084.png","/m/0p58j","Australian Open Tennis Tournament",0.48483074,37,604,604,37,51,51,274,274
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0085.png","/m/0p58j","Australian Open Tennis Tournament",0.29815423,48,113,113,48,48,48,146,146
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0085.png","/m/011_65","Emirates",0.21749419,540,755,755,540,100,100,235,235
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0086.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0087.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0088.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0089.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0090.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0091.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0092.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0093.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0094.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0095.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0096.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0097.png",NA,"Australian Open Tennis Tournament",0.19995046,41,68,68,41,60,60,135,135
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0098.png","/m/0p58j","Australian Open Tennis Tournament",0.3381128,48,246,246,48,48,48,219,219
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0098.png","/m/028blc0","ANZ",0.2052331,684,762,762,684,175,175,209,209
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0099.png","/m/0p58j","Australian Open Tennis Tournament",0.33363071,41,81,81,41,48,48,139,139
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0099.png",NA,"Emirates",0.24408033,644,751,751,644,89,89,127,127
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0100.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0101.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0102.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0103.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0104.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0001.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0002.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0003.png","/m/0p58j","Australian Open Tennis Tournament",0.32320419,41,626,626,41,69,69,258,258
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0004.png","/m/011v3","Emirates",0.39773822,630,714,714,630,254,254,293,293
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0004.png","/m/0p58j","Australian Open Tennis Tournament",0.3936789,41,83,83,41,69,69,139,139
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0005.png","/m/0p58j","Australian Open Tennis Tournament",0.44234058,41,83,83,41,50,50,136,136
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0006.png","/m/011_65","Emirates",0.49393508,384,566,566,384,71,71,110,110
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0006.png","/m/0p58j","Australian Open Tennis Tournament",0.41627979,46,109,109,46,50,50,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0007.png","/m/0p58j","Australian Open Tennis Tournament",0.35211229,37,634,634,37,50,50,254,254
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0008.png","/m/01_1kk","Paris Saint-Germain F.C.",0.49908033,621,740,740,621,265,265,332,332
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0008.png","/m/0p58j","Australian Open Tennis Tournament",0.41545066,41,93,93,41,48,48,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0009.png","/m/011_65","Emirates",0.44180506,589,741,741,589,324,324,402,402
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0009.png","/m/0p58j","Australian Open Tennis Tournament",0.39509577,37,109,109,37,48,48,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0010.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0011.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0012.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0013.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0014.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0015.png","/m/0p58j","Australian Open Tennis Tournament",0.36021093,41,113,113,41,48,48,140,140
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0016.png","/m/0p58j","Australian Open Tennis Tournament",0.38533437,37,81,81,37,48,48,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0017.png","/m/0p58j","Australian Open Tennis Tournament",0.44443229,37,83,83,37,50,50,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0018.png","/m/0p58j","Australian Open Tennis Tournament",0.43855837,37,83,83,37,53,53,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0019.png","/m/011_65","Emirates",0.31483009,41,213,213,41,184,184,210,210
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0019.png","/m/0p58j","Australian Open Tennis Tournament",0.17778867,37,87,87,37,48,48,138,138
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0020.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0021.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0022.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0023.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0024.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0025.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0026.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0027.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0028.png","/m/0p58j","Australian Open Tennis Tournament",0.34647474,41,78,78,41,68,68,136,136
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0029.png","/m/0p58j","Australian Open Tennis Tournament",0.42176822,37,459,459,37,69,69,255,255
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0030.png","/m/0p58j","Australian Open Tennis Tournament",0.46035591,41,92,92,41,50,50,144,144
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0031.png","/m/0115r5c2","Australian Open Tennis Tournament",0.23486274,51,96,96,51,48,48,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0032.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0033.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0034.png","/m/0p58j","Australian Open Tennis Tournament",0.37750921,41,83,83,41,69,69,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0035.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0036.png","/m/0p58j","Australian Open Tennis Tournament",0.2143178,62,146,146,62,44,44,143,143
"2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0036.png","/m/0db0h9","Jacobs Creek",0.21426986,458,543,543,458,231,231,264,264
